player,num_season,tot_pts
Samaki Walker,1,214
Samaki Walker,2,365
Samaki Walker,3,229
Samaki Walker,4,360
Samaki Walker,5,321
Samaki Walker,6,460
Samaki Walker,7,296
Samaki Walker,8,105
Samaki Walker,9,24
Samaki Walker,10,2
Samardo Samuels,1,288
Samardo Samuels,2,292
Samardo Samuels,3,58
Samuel Dalembert,1,51
Samuel Dalembert,3,652
Samuel Dalembert,4,589
Samuel Dalembert,5,485
Samuel Dalembert,6,879
Samuel Dalembert,7,864
Samuel Dalembert,8,523
Samuel Dalembert,9,667
Samuel Dalembert,10,644
Samuel Dalembert,11,490
Samuel Dalembert,12,313
Samuel Dalembert,13,529
Samuel Dalembert,14,128
Sarunas Jasikevicius,1,547
Sarunas Jasikevicius,2,772
Sarunas Marciulionis*,1,905
Sarunas Marciulionis*,2,545
Sarunas Marciulionis*,3,1361
Sarunas Marciulionis*,4,521
Sarunas Marciulionis*,6,612
Sarunas Marciulionis*,7,571
Sarunas Marciulionis*,8,116
Sasha Danilovic,1,255
Sasha Danilovic,2,1404
Sasha Kaun,1,23
Sasha Pavlovic,1,382
Sasha Pavlovic,2,314
Sasha Pavlovic,3,241
Sasha Pavlovic,4,604
Sasha Pavlovic,5,379
Sasha Pavlovic,6,305
Sasha Pavlovic,7,263
Sasha Pavlovic,8,152
Sasha Pavlovic,9,120
Sasha Pavlovic,10,103
Sasha Vujacic,1,101
Sasha Vujacic,2,321
Sasha Vujacic,3,313
Sasha Vujacic,4,632
Sasha Vujacic,5,461
Sasha Vujacic,6,185
Sasha Vujacic,7,1312
Sasha Vujacic,10,5
Sasha Vujacic,12,296
Sasha Vujacic,13,124
Scooter McCray,1,129
Scooter McCray,2,15
Scooter McCray,4,80
Scot Pollard,1,89
Scot Pollard,2,82
Scot Pollard,3,412
Scot Pollard,4,498
Scot Pollard,5,509
Scot Pollard,6,103
Scot Pollard,7,106
Scot Pollard,8,191
Scot Pollard,9,169
Scot Pollard,10,24
Scot Pollard,11,39
Scott Brooks,1,428
Scott Brooks,2,319
Scott Brooks,3,424
Scott Brooks,4,417
Scott Brooks,5,519
Scott Brooks,6,381
Scott Brooks,7,682
Scott Brooks,8,352
Scott Brooks,9,57
Scott Brooks,10,79
Scott Burrell,1,244
Scott Burrell,2,750
Scott Burrell,3,263
Scott Burrell,4,588
Scott Burrell,5,416
Scott Burrell,6,212
Scott Burrell,7,451
Scott Burrell,8,17
Scott English,1,93
Scott Haffner,1,196
Scott Haffner,2,17
Scott Haskin,1,55
Scott Hastings,1,74
Scott Hastings,2,305
Scott Hastings,3,241
Scott Hastings,4,193
Scott Hastings,5,71
Scott Hastings,6,110
Scott Hastings,7,386
Scott Hastings,8,42
Scott Hastings,9,48
Scott Hastings,10,58
Scott Hastings,11,156
Scott Lloyd,1,401
Scott Lloyd,2,418
Scott Lloyd,3,222
Scott Lloyd,5,637
Scott Lloyd,6,287
Scott Lloyd,7,49
Scott Machado,1,8
Scott May,1,1050
Scott May,2,735
Scott May,3,148
Scott May,4,672
Scott May,5,443
Scott May,6,583
Scott May,7,59
Scott Meents,1,55
Scott Meents,2,17
Scott Padgett,1,120
Scott Padgett,2,56
Scott Padgett,3,500
Scott Padgett,4,466
Scott Padgett,5,200
Scott Padgett,6,275
Scott Padgett,7,211
Scott Padgett,8,92
Scott Roth,1,84
Scott Roth,2,362
Scott Roth,3,486
Scott Sims,1,30
Scott Skiles,1,49
Scott Skiles,2,223
Scott Skiles,3,546
Scott Skiles,4,536
Scott Skiles,5,1357
Scott Skiles,6,1057
Scott Skiles,7,1201
Scott Skiles,8,815
Scott Skiles,9,805
Scott Skiles,10,63
Scott Wedman,1,889
Scott Wedman,2,1267
Scott Wedman,3,1248
Scott Wedman,4,1435
Scott Wedman,5,1338
Scott Wedman,6,1290
Scott Wedman,7,1535
Scott Wedman,8,591
Scott Wedman,9,1686
Scott Wedman,10,327
Scott Wedman,11,499
Scott Wedman,12,634
Scott Wedman,13,20
Scott Williams,1,127
Scott Williams,2,214
Scott Williams,3,422
Scott Williams,4,289
Scott Williams,5,491
Scott Williams,6,40
Scott Williams,7,362
Scott Williams,8,237
Scott Williams,9,28
Scott Williams,10,520
Scott Williams,11,403
Scott Williams,12,202
Scott Williams,13,273
Scott Williams,14,396
Scott Williams,15,33
Scottie Pippen*,1,625
Scottie Pippen*,2,1048
Scottie Pippen*,3,1351
Scottie Pippen*,4,1461
Scottie Pippen*,5,1720
Scottie Pippen*,6,1510
Scottie Pippen*,7,1587
Scottie Pippen*,8,1692
Scottie Pippen*,9,1496
Scottie Pippen*,10,1656
Scottie Pippen*,11,841
Scottie Pippen*,12,726
Scottie Pippen*,13,1022
Scottie Pippen*,14,721
Scottie Pippen*,15,659
Scottie Pippen*,16,689
Scottie Pippen*,17,136
Scotty Hopson,1,1
Sean Colson,1,30
Sean Elliott,1,810
Sean Elliott,2,1301
Sean Elliott,3,1338
Sean Elliott,4,1207
Sean Elliott,5,885
Sean Elliott,6,1466
Sean Elliott,7,1537
Sean Elliott,8,582
Sean Elliott,9,334
Sean Elliott,10,561
Sean Elliott,11,114
Sean Elliott,12,409
Sean Green,1,141
Sean Green,2,62
Sean Green,3,298
Sean Higgins,1,225
Sean Higgins,2,582
Sean Higgins,3,240
Sean Higgins,5,268
Sean Higgins,6,351
Sean Higgins,8,0
Sean Kilpatrick,1,22
Sean Kilpatrick,2,690
Sean Kilpatrick,3,919
Sean Lampley,1,169
Sean Lampley,2,34
Sean Marks,1,11
Sean Marks,2,8
Sean Marks,4,96
Sean Marks,5,54
Sean Marks,7,76
Sean Marks,8,81
Sean Marks,9,6
Sean Marks,10,59
Sean Marks,11,192
Sean Marks,12,10
Sean Marks,13,45
Sean May,1,189
Sean May,2,416
Sean May,4,93
Sean May,5,123
Sean Rooks,1,970
Sean Rooks,2,536
Sean Rooks,3,868
Sean Rooks,4,848
Sean Rooks,5,265
Sean Rooks,6,139
Sean Rooks,7,98
Sean Rooks,8,309
Sean Rooks,9,446
Sean Rooks,10,183
Sean Rooks,11,297
Sean Rooks,12,282
Sean Singletary,1,180
Sean Williams,1,409
Sean Williams,2,80
Sean Williams,3,52
Sean Williams,5,80
Sebastian Telfair,1,460
Sebastian Telfair,2,643
Sebastian Telfair,3,479
Sebastian Telfair,4,556
Sebastian Telfair,5,738
Sebastian Telfair,6,416
Sebastian Telfair,7,266
Sebastian Telfair,8,368
Sebastian Telfair,9,662
Sebastian Telfair,11,134
Sedale Threatt,1,148
Sedale Threatt,2,446
Sedale Threatt,3,696
Sedale Threatt,4,1160
Sedale Threatt,5,984
Sedale Threatt,6,544
Sedale Threatt,7,744
Sedale Threatt,8,1013
Sedale Threatt,9,1240
Sedale Threatt,10,1235
Sedale Threatt,11,965
Sedale Threatt,12,558
Sedale Threatt,13,596
Sedale Threatt,14,70
Sedric Toney,1,160
Sedric Toney,3,57
Sedric Toney,4,2
Sedric Toney,5,528
Sedric Toney,9,6
Semaj Christon,1,183
Semih Erden,1,326
Semih Erden,2,99
Serge Ibaka,1,461
Serge Ibaka,2,808
Serge Ibaka,3,603
Serge Ibaka,4,1055
Serge Ibaka,5,1227
Serge Ibaka,6,917
Serge Ibaka,7,983
Serge Ibaka,8,2346
Sergei Bazarevich,1,30
Sergei Monia,1,154
Sergey Karasev,1,37
Sergey Karasev,2,153
Sergey Karasev,3,97
Sergio Rodriguez,1,247
Sergio Rodriguez,2,180
Sergio Rodriguez,3,356
Sergio Rodriguez,4,868
Sergio Rodriguez,11,530
Seth Curry,1,6
Seth Curry,2,0
Seth Curry,3,299
Seth Curry,4,898
Shabazz Muhammad,1,143
Shabazz Muhammad,2,512
Shabazz Muhammad,3,863
Shabazz Muhammad,4,772
Shabazz Napier,1,261
Shabazz Napier,2,203
Shabazz Napier,3,218
Shaler Halimon,1,186
Shaler Halimon,2,241
Shaler Halimon,3,1418
Shaler Halimon,4,0
Shammond Williams,1,3
Shammond Williams,2,225
Shammond Williams,3,467
Shammond Williams,4,221
Shammond Williams,5,1254
Shammond Williams,6,510
Shammond Williams,9,94
Shandon Anderson,1,386
Shandon Anderson,2,681
Shandon Anderson,3,427
Shandon Anderson,4,1009
Shandon Anderson,5,710
Shandon Anderson,6,411
Shandon Anderson,7,687
Shandon Anderson,8,635
Shandon Anderson,9,510
Shandon Anderson,10,126
Shane Battier,1,1125
Shane Battier,2,756
Shane Battier,3,669
Shane Battier,4,792
Shane Battier,5,818
Shane Battier,6,829
Shane Battier,7,744
Shane Battier,8,436
Shane Battier,9,534
Shane Battier,10,1248
Shane Battier,11,311
Shane Battier,12,472
Shane Battier,13,298
Shane Edwards,1,2
Shane Heal,1,75
Shane Heal,8,22
Shane Larkin,1,132
Shane Larkin,2,470
Shane Larkin,3,566
Shannon Brown,1,73
Shannon Brown,2,228
Shannon Brown,3,404
Shannon Brown,4,667
Shannon Brown,5,712
Shannon Brown,6,650
Shannon Brown,7,617
Shannon Brown,8,126
Shannon Brown,9,20
Shaquille O'Neal*,1,1893
Shaquille O'Neal*,2,2377
Shaquille O'Neal*,3,2315
Shaquille O'Neal*,4,1434
Shaquille O'Neal*,5,1336
Shaquille O'Neal*,6,1699
Shaquille O'Neal*,7,1289
Shaquille O'Neal*,8,2344
Shaquille O'Neal*,9,2125
Shaquille O'Neal*,10,1822
Shaquille O'Neal*,11,1841
Shaquille O'Neal*,12,1439
Shaquille O'Neal*,13,1669
Shaquille O'Neal*,14,1181
Shaquille O'Neal*,15,690
Shaquille O'Neal*,16,1664
Shaquille O'Neal*,17,1333
Shaquille O'Neal*,18,636
Shaquille O'Neal*,19,341
Shareef Abdur-Rahim,1,1494
Shareef Abdur-Rahim,2,1829
Shareef Abdur-Rahim,3,1152
Shareef Abdur-Rahim,4,1663
Shareef Abdur-Rahim,5,1663
Shareef Abdur-Rahim,6,1636
Shareef Abdur-Rahim,7,1608
Shareef Abdur-Rahim,8,2768
Shareef Abdur-Rahim,9,909
Shareef Abdur-Rahim,10,887
Shareef Abdur-Rahim,11,793
Shareef Abdur-Rahim,12,10
Sharone Wright,1,904
Sharone Wright,2,1328
Sharone Wright,3,390
Sharone Wright,4,16
Sharrod Ford,1,4
Shaun Livingston,1,222
Shaun Livingston,2,352
Shaun Livingston,3,503
Shaun Livingston,5,142
Shaun Livingston,6,500
Shaun Livingston,7,479
Shaun Livingston,8,318
Shaun Livingston,9,834
Shaun Livingston,10,629
Shaun Livingston,11,461
Shaun Livingston,12,488
Shaun Livingston,13,389
Shavlik Randolph,1,131
Shavlik Randolph,2,58
Shavlik Randolph,3,8
Shavlik Randolph,4,18
Shavlik Randolph,5,28
Shavlik Randolph,8,67
Shavlik Randolph,9,20
Shavlik Randolph,10,48
Shawn Bradley,1,504
Shawn Bradley,2,778
Shawn Bradley,3,1888
Shawn Bradley,4,1922
Shawn Bradley,5,731
Shawn Bradley,6,420
Shawn Bradley,7,647
Shawn Bradley,8,579
Shawn Bradley,9,215
Shawn Bradley,10,543
Shawn Bradley,11,219
Shawn Bradley,12,211
Shawn Kemp,1,525
Shawn Kemp,2,1214
Shawn Kemp,3,994
Shawn Kemp,4,1388
Shawn Kemp,5,1431
Shawn Kemp,6,1530
Shawn Kemp,7,1550
Shawn Kemp,8,1516
Shawn Kemp,9,1442
Shawn Kemp,10,862
Shawn Kemp,11,1463
Shawn Kemp,12,441
Shawn Kemp,13,454
Shawn Kemp,14,537
Shawn Long,1,148
Shawn Marion,1,520
Shawn Marion,2,1369
Shawn Marion,3,1547
Shawn Marion,4,1716
Shawn Marion,5,1498
Shawn Marion,6,1569
Shawn Marion,7,1769
Shawn Marion,8,1403
Shawn Marion,9,1944
Shawn Marion,10,1782
Shawn Marion,11,898
Shawn Marion,12,999
Shawn Marion,13,670
Shawn Marion,14,812
Shawn Marion,15,791
Shawn Marion,16,276
Shawn Respert,1,303
Shawn Respert,2,344
Shawn Respert,3,678
Shawn Respert,4,37
Shawne Williams,1,180
Shawne Williams,2,437
Shawne Williams,3,42
Shawne Williams,5,454
Shawne Williams,6,113
Shawne Williams,8,202
Shawne Williams,9,682
Shawnelle Scott,1,20
Shawnelle Scott,2,44
Shawnelle Scott,5,43
Shawnelle Scott,6,82
Shayne Whittington,1,57
Shayne Whittington,2,11
Shea Seals,1,4
Shelden Williams,1,444
Shelden Williams,2,510
Shelden Williams,3,372
Shelden Williams,4,201
Shelden Williams,5,528
Shelden Williams,6,268
Sheldon McClellan,1,90
Shellie McMillon,1,309
Shellie McMillon,2,666
Shellie McMillon,3,784
Shellie McMillon,4,1276
Shelton Jones,1,488
Shelvin Mack,1,230
Shelvin Mack,2,286
Shelvin Mack,3,544
Shelvin Mack,4,299
Shelvin Mack,5,896
Shelvin Mack,6,430
Sherell Ford,1,90
Sherman Douglas,1,1155
Sherman Douglas,2,1352
Sherman Douglas,3,616
Sherman Douglas,4,618
Sherman Douglas,5,1040
Sherman Douglas,6,954
Sherman Douglas,7,1780
Sherman Douglas,8,764
Sherman Douglas,9,639
Sherman Douglas,10,247
Sherman Douglas,11,120
Sherman Douglas,12,338
Sherron Collins,1,17
Sherwin Raiken,1,9
Si Green,1,149
Si Green,3,792
Si Green,4,429
Si Green,5,700
Si Green,6,900
Si Green,7,853
Si Green,8,772
Si Green,9,405
Si Green,10,32
Sid Catlett,1,6
Sidney Green,1,255
Sidney Green,2,295
Sidney Green,3,1076
Sidney Green,4,631
Sidney Green,5,642
Sidney Green,6,517
Sidney Green,7,761
Sidney Green,8,443
Sidney Green,9,367
Sidney Green,10,186
Sidney Lowe,1,324
Sidney Lowe,2,56
Sidney Lowe,6,23
Sidney Lowe,7,187
Sidney Moncrief,1,654
Sidney Moncrief,2,1122
Sidney Moncrief,3,1581
Sidney Moncrief,4,1712
Sidney Moncrief,5,1654
Sidney Moncrief,6,1585
Sidney Moncrief,7,1471
Sidney Moncrief,8,460
Sidney Moncrief,9,603
Sidney Moncrief,10,752
Sidney Moncrief,12,337
Sidney Wicks,1,2009
Sidney Wicks,2,1906
Sidney Wicks,3,1684
Sidney Wicks,4,1778
Sidney Wicks,5,1505
Sidney Wicks,6,1238
Sidney Wicks,7,1083
Sidney Wicks,8,771
Sidney Wicks,9,503
Sidney Wicks,10,326
Sim Bhullar,1,2
Skal Labissiere,1,289
Skeeter Henry,1,4
Skip Harlicka,1,106
Skippy Whitaker,1,2
Slater Martin*,1,271
Slater Martin*,2,575
Slater Martin*,3,616
Slater Martin*,4,744
Slater Martin*,5,684
Slater Martin*,6,976
Slater Martin*,7,947
Slater Martin*,8,1436
Slater Martin*,9,722
Slater Martin*,10,687
Slater Martin*,11,397
Slavko Vranes,1,0
Sleepy Floyd,1,1224
Sleepy Floyd,2,1291
Sleepy Floyd,3,1598
Sleepy Floyd,4,1410
Sleepy Floyd,5,1541
Sleepy Floyd,6,2310
Sleepy Floyd,7,1162
Sleepy Floyd,8,1000
Sleepy Floyd,9,1005
Sleepy Floyd,10,744
Sleepy Floyd,11,345
Sleepy Floyd,12,200
Sleepy Floyd,13,197
Slick Leonard*,1,792
Slick Leonard*,2,737
Slick Leonard*,3,532
Slick Leonard*,4,598
Slick Leonard*,5,193
Slick Leonard*,6,1125
Slick Leonard*,7,227
Slick Watts,1,496
Slick Watts,2,557
Slick Watts,3,1065
Slick Watts,4,1028
Slick Watts,5,1060
Slick Watts,6,225
Sly Williams,1,266
Sly Williams,2,885
Sly Williams,3,831
Sly Williams,4,806
Sly Williams,5,105
Sly Williams,6,417
Sly Williams,7,17
Smush Parker,1,408
Smush Parker,3,96
Smush Parker,4,941
Smush Parker,5,907
Smush Parker,6,330
Solomon Alabi,1,6
Solomon Alabi,2,33
Solomon Hill,1,47
Solomon Hill,2,729
Solomon Hill,3,246
Solomon Hill,4,563
Solomon Jones,1,189
Solomon Jones,2,35
Solomon Jones,3,188
Solomon Jones,4,207
Solomon Jones,5,139
Solomon Jones,6,134
Solomon Jones,7,0
Solomon Jones,8,14
Sonny Dove,1,56
Sonny Dove,2,118
Sonny Hertzberg,1,693
Sonny Hertzberg,2,635
Sonny Parker,1,379
Sonny Parker,2,934
Sonny Parker,3,1199
Sonny Parker,4,1203
Sonny Parker,5,476
Sonny Parker,6,280
Sonny Weems,1,19
Sonny Weems,2,518
Sonny Weems,3,545
Sonny Weems,8,214
Soumaila Samake,1,46
Soumaila Samake,3,22
Speedy Claxton,1,480
Speedy Claxton,2,173
Speedy Claxton,3,634
Speedy Claxton,4,1424
Speedy Claxton,5,871
Speedy Claxton,6,221
Speedy Claxton,8,5
Spencer Dinwiddie,1,145
Spencer Dinwiddie,2,58
Spencer Dinwiddie,3,432
Spencer Hawes,1,334
Spencer Hawes,2,876
Spencer Hawes,3,723
Spencer Hawes,4,584
Spencer Hawes,5,355
Spencer Hawes,6,905
Spencer Hawes,7,2106
Spencer Hawes,8,425
Spencer Hawes,9,340
Spencer Hawes,10,674
Spencer Haywood*,1,680
Spencer Haywood*,2,1914
Spencer Haywood*,3,2251
Spencer Haywood*,4,1761
Spencer Haywood*,5,1525
Spencer Haywood*,6,1549
Spencer Haywood*,7,513
Spencer Haywood*,8,920
Spencer Haywood*,9,2842
Spencer Haywood*,10,736
Spencer Haywood*,12,1009
Spencer Haywood*,13,313
Spud Webb,1,616
Spud Webb,2,223
Spud Webb,3,490
Spud Webb,4,319
Spud Webb,5,751
Spud Webb,6,1003
Spud Webb,7,1231
Spud Webb,8,1000
Spud Webb,9,1005
Spud Webb,10,878
Spud Webb,11,1088
Spud Webb,13,12
Stacey Arceneaux,1,50
Stacey Augmon,1,1094
Stacey Augmon,2,1021
Stacey Augmon,3,1212
Stacey Augmon,4,1053
Stacey Augmon,5,976
Stacey Augmon,6,558
Stacey Augmon,7,403
Stacey Augmon,8,208
Stacey Augmon,9,203
Stacey Augmon,10,311
Stacey Augmon,11,357
Stacey Augmon,12,212
Stacey Augmon,13,397
Stacey Augmon,14,193
Stacey Augmon,15,71
Stacey King,1,728
Stacey King,2,419
Stacey King,3,551
Stacey King,4,408
Stacey King,5,770
Stacey King,6,266
Stacey King,7,38
Stacey King,8,48
Stan Brown,1,54
Stan Kimbrough,1,16
Stan Kimbrough,4,5
Stan Love,1,587
Stan Love,2,459
Stan Love,3,287
Stan Love,4,217
Stan McKenzie,1,204
Stan McKenzie,2,747
Stan McKenzie,3,220
Stan McKenzie,4,1127
Stan McKenzie,5,1135
Stan McKenzie,6,252
Stan McKenzie,7,20
Stan Miasek,1,498
Stan Miasek,3,779
Stan Miasek,4,1024
Stan Patrick,1,642
Stan Pietkiewicz,1,4
Stan Pietkiewicz,2,228
Stan Pietkiewicz,3,288
Stan Washington,1,0
Stanislav Medvedenko,1,32
Stanislav Medvedenko,2,331
Stanislav Medvedenko,3,255
Stanislav Medvedenko,4,563
Stanislav Medvedenko,5,165
Stanislav Medvedenko,6,2
Stanislav Medvedenko,7,42
Stanley Brundy,1,37
Stanley Jackson,1,38
Stanley Johnson,1,593
Stanley Johnson,2,339
Stanley Roberts,1,573
Stanley Roberts,2,870
Stanley Roberts,3,104
Stanley Roberts,5,356
Stanley Roberts,6,171
Stanley Roberts,7,457
Stanley Roberts,8,14
Stanley Roberts,9,10
Stefano Rusconi,1,8
Steffond Johnson,1,74
Stephane Lasme,1,166
Stephen Curry,1,1399
Stephen Curry,2,1373
Stephen Curry,3,383
Stephen Curry,4,1786
Stephen Curry,5,1873
Stephen Curry,6,1900
Stephen Curry,7,2375
Stephen Curry,8,1999
Stephen Graham,1,116
Stephen Graham,2,45
Stephen Graham,3,87
Stephen Graham,4,282
Stephen Graham,5,296
Stephen Graham,6,198
Stephen Howard,1,104
Stephen Howard,2,31
Stephen Howard,5,352
Stephen Howard,6,25
Stephen Jackson,1,635
Stephen Jackson,2,89
Stephen Jackson,3,946
Stephen Jackson,4,1450
Stephen Jackson,5,953
Stephen Jackson,6,1329
Stephen Jackson,7,2322
Stephen Jackson,8,1466
Stephen Jackson,9,1223
Stephen Jackson,10,3334
Stephen Jackson,11,1240
Stephen Jackson,12,922
Stephen Jackson,13,341
Stephen Jackson,14,15
Stephen Thompson,1,62
Stephen Zimmerman,1,23
Stephon Marbury,1,1057
Stephon Marbury,2,1450
Stephon Marbury,3,2088
Stephon Marbury,4,1640
Stephon Marbury,5,1598
Stephon Marbury,6,1674
Stephon Marbury,7,1806
Stephon Marbury,8,3278
Stephon Marbury,9,1781
Stephon Marbury,10,977
Stephon Marbury,11,1210
Stephon Marbury,12,333
Stephon Marbury,13,88
Steve Alford,1,59
Steve Alford,2,732
Steve Alford,3,168
Steve Alford,4,151
Steve Bardo,1,0
Steve Bardo,2,51
Steve Bardo,5,22
Steve Blake,1,444
Steve Blake,2,191
Steve Blake,3,560
Steve Blake,4,1056
Steve Blake,5,692
Steve Blake,6,757
Steve Blake,7,1172
Steve Blake,8,319
Steve Blake,9,276
Steve Blake,10,327
Steve Blake,11,756
Steve Blake,12,350
Steve Blake,13,254
Steve Bracey,1,457
Steve Bracey,2,551
Steve Bracey,3,133
Steve Bucknall,1,23
Steve Burtt,1,197
Steve Burtt,4,171
Steve Burtt,8,187
Steve Burtt,9,29
Steve Colter,1,556
Steve Colter,2,706
Steve Colter,3,848
Steve Colter,4,968
Steve Colter,5,534
Steve Colter,6,361
Steve Colter,7,58
Steve Colter,11,196
Steve Courtin,1,101
Steve Downing,1,64
Steve Downing,2,0
Steve Francis,1,1388
Steve Francis,2,1591
Steve Francis,3,1234
Steve Francis,4,1703
Steve Francis,5,1310
Steve Francis,6,1663
Steve Francis,7,2010
Steve Francis,8,497
Steve Francis,9,55
Steve Goodrich,1,19
Steve Goodrich,2,5
Steve Green,1,450
Steve Green,2,151
Steve Green,3,104
Steve Hamer,1,76
Steve Hamilton,1,292
Steve Hamilton,2,76
Steve Harris,1,257
Steve Harris,2,613
Steve Harris,3,1070
Steve Harris,4,4
Steve Harris,5,31
Steve Hawes,1,325
Steve Hawes,2,970
Steve Hawes,3,361
Steve Hawes,4,949
Steve Hawes,5,852
Steve Hawes,6,761
Steve Hawes,7,889
Steve Hawes,8,456
Steve Hawes,9,800
Steve Hawes,10,290
Steve Hayes,1,280
Steve Hayes,2,237
Steve Hayes,3,57
Steve Hayes,4,22
Steve Hayes,5,89
Steve Henson,1,214
Steve Henson,2,150
Steve Henson,3,213
Steve Henson,4,3
Steve Henson,5,119
Steve Henson,8,36
Steve Henson,9,4
Steve Johnson,1,1002
Steve Johnson,2,928
Steve Johnson,3,1538
Steve Johnson,4,743
Steve Johnson,5,983
Steve Johnson,6,1330
Steve Johnson,7,662
Steve Johnson,8,721
Steve Johnson,9,234
Steve Johnson,10,90
Steve Jones,1,414
Steve Kerr,1,54
Steve Kerr,2,520
Steve Kerr,3,271
Steve Kerr,4,319
Steve Kerr,5,268
Steve Kerr,6,709
Steve Kerr,7,674
Steve Kerr,8,688
Steve Kerr,9,662
Steve Kerr,10,376
Steve Kerr,11,192
Steve Kerr,12,89
Steve Kerr,13,181
Steve Kerr,14,269
Steve Kerr,15,299
Steve Kuberski,1,324
Steve Kuberski,2,759
Steve Kuberski,3,450
Steve Kuberski,4,345
Steve Kuberski,5,400
Steve Kuberski,6,168
Steve Kuberski,7,682
Steve Kuberski,8,325
Steve Kuberski,9,2
Steve Lingenfelter,1,8
Steve Lingenfelter,2,2
Steve Malovic,1,160
Steve Mix,1,119
Steve Mix,2,290
Steve Mix,3,37
Steve Mix,5,1218
Steve Mix,6,719
Steve Mix,7,1129
Steve Mix,8,791
Steve Mix,9,757
Steve Mix,10,691
Steve Mix,11,937
Steve Mix,12,776
Steve Mix,13,541
Steve Mix,14,700
Steve Nash,1,213
Steve Nash,2,691
Steve Nash,3,315
Steve Nash,4,481
Steve Nash,5,1092
Steve Nash,6,1466
Steve Nash,7,1455
Steve Nash,8,1128
Steve Nash,9,1165
Steve Nash,10,1489
Steve Nash,11,1412
Steve Nash,12,1371
Steve Nash,13,1160
Steve Nash,14,1333
Steve Nash,15,1106
Steve Nash,16,772
Steve Nash,17,636
Steve Nash,18,102
Steve Novak,1,51
Steve Novak,2,135
Steve Novak,3,492
Steve Novak,4,113
Steve Novak,5,208
Steve Novak,6,477
Steve Novak,7,535
Steve Novak,8,178
Steve Novak,9,126
Steve Novak,10,48
Steve Novak,11,5
Steve Patterson,1,211
Steve Patterson,2,176
Steve Patterson,3,593
Steve Patterson,4,370
Steve Patterson,5,404
Steve Scheffler,1,59
Steve Scheffler,2,42
Steve Scheffler,3,66
Steve Scheffler,4,75
Steve Scheffler,5,39
Steve Scheffler,6,58
Steve Scheffler,7,13
Steve Sheppard,1,275
Steve Sheppard,2,184
Steve Smith,1,729
Steve Smith,2,766
Steve Smith,3,1346
Steve Smith,4,2610
Steve Smith,5,1446
Steve Smith,6,1445
Steve Smith,7,1464
Steve Smith,8,672
Steve Smith,9,1225
Steve Smith,10,1105
Steve Smith,11,895
Steve Smith,12,360
Steve Smith,13,358
Steve Smith,14,628
Steve Stipanovich,1,970
Steve Stipanovich,2,1126
Steve Stipanovich,3,1076
Steve Stipanovich,4,1072
Steve Stipanovich,5,1079
Steven Adams,1,265
Steven Adams,2,537
Steven Adams,3,636
Steven Adams,4,905
Steven Hill,1,2
Steven Hunter,1,189
Steven Hunter,2,130
Steven Hunter,3,187
Steven Hunter,4,348
Steven Hunter,5,421
Steven Hunter,6,450
Steven Hunter,7,39
Steven Hunter,9,53
Steven Smith,1,5
Stevin Smith,1,14
Stewart Granger,1,251
Stewart Granger,2,16
Stewart Granger,4,49
Stojko Vrankovic,1,58
Stojko Vrankovic,2,37
Stojko Vrankovic,7,181
Stojko Vrankovic,8,195
Stojko Vrankovic,9,2
Stromile Swift,1,391
Stromile Swift,2,803
Stromile Swift,3,647
Stromile Swift,4,727
Stromile Swift,5,604
Stromile Swift,6,586
Stromile Swift,7,419
Stromile Swift,8,686
Stromile Swift,9,124
Stu Lantz,1,569
Stu Lantz,2,1188
Stu Lantz,3,1689
Stu Lantz,4,1501
Stu Lantz,5,490
Stu Lantz,6,447
Stu Lantz,7,1296
Stu Lantz,8,250
Stuart Gray,1,102
Stuart Gray,2,155
Stuart Gray,3,110
Stuart Gray,4,224
Stuart Gray,5,188
Stuart Gray,6,232
Stuart Gray,7,11
Sun Yue,1,6
Sundiata Gaines,1,106
Sundiata Gaines,2,222
Sundiata Gaines,3,291
Swede Halbrook,1,386
Swede Halbrook,2,400
Swen Nater,1,938
Swen Nater,2,1210
Swen Nater,3,846
Swen Nater,4,1082
Swen Nater,5,1278
Swen Nater,6,262
Swen Nater,7,16
Swen Nater,8,311
Sylvester Gray,1,440
Sylvester Norris,1,40
T.J. Ford,1,391
T.J. Ford,3,878
T.J. Ford,4,1047
T.J. Ford,5,617
T.J. Ford,6,1106
T.J. Ford,7,484
T.J. Ford,8,223
T.J. Ford,9,51
T.J. McConnell,1,493
T.J. McConnell,2,556
T.J. Warren,1,245
T.J. Warren,2,515
T.J. Warren,3,951
T.R. Dunn,1,237
T.R. Dunn,2,614
T.R. Dunn,3,564
T.R. Dunn,4,371
T.R. Dunn,5,669
T.R. Dunn,6,627
T.R. Dunn,7,454
T.R. Dunn,8,434
T.R. Dunn,9,412
T.R. Dunn,10,272
T.R. Dunn,11,180
T.R. Dunn,12,33
T.R. Dunn,13,114
T.R. Dunn,14,52
Taj Gibson,1,735
Taj Gibson,2,569
Taj Gibson,3,484
Taj Gibson,4,517
Taj Gibson,5,1069
Taj Gibson,6,640
Taj Gibson,7,627
Taj Gibson,8,1692
Tal Skinner,1,347
Tal Skinner,2,313
Tamar Slay,1,92
Tamar Slay,2,53
Tamar Slay,3,28
Tang Hamilton,1,20
Tarence Kinsey,1,369
Tarence Kinsey,2,40
Tarence Kinsey,3,102
Tarik Black,1,758
Tarik Black,2,133
Tarik Black,3,383
